11872,B

13432,B

20840,P

12840,B

11280,B

18728,P


13504,B

11736,B

45784,I


16568,B

14064,B

22400,P

14688,B

18448,B

26208,P

13448,B

15088,B

23104,P

16016,B

15768,B

21608,P


13952,B

13896,B

48336,I


15344,B

15328,B

25280,P

15808,B

16616,B

24064,P

12208,B

13904,B

21528,P

14208,B

13888,B

21144,P


12584,B

12288,B

46064,I


18104,B

14560,B

23136,P

14576,B

18584,B

25616,P

12432,B

14256,B

23584,P

13520,B

13528,B

18832,P


12664,B

12256,B

47088,I


15008,B

12696,B

22872,P

13904,B

17520,B

26144,P

15024,B

14520,B

22800,P

15776,B

15544,B

21808,P


15448,B

13744,B

48392,I


20976,B

15616,B

23976,P

15472,B

17984,B

27704,P

13880,B

16032,B

26200,P

15528,B

14528,B

21352,P


15016,B

13744,B

51888,I


18464,B

16816,B

24640,P

16608,B

17200,B

25856,P

15504,B

16832,B

27640,P

13792,B

13328,B

20968,P


13232,B

12552,B

46712,I


16120,B

14512,B

19584,P

14424,B

16984,B

24400,P

12464,B

14824,B

20488,P

12840,B

13968,B

19432,P


16512,B

15944,B

52464,I


19568,B

17480,B

29256,P

19520,B

18344,B

32368,P

13480,B

20960,B

27040,P

19760,B

18744,B

25072,P


17456,B

12392,B

38544,I


19296,B

16992,B

29928,P

17976,B

20504,B

34640,P

15040,B

17248,B

22760,P

14680,B

15040,B

25968,P


17888,B

14968,B

51576,I


17088,B

14648,B

24160,P

12520,B

16152,B

21960,P

12200,B

14176,B

24904,P

14208,B

12960,B

20920,P


14776,B

12480,B

48576,I


18848,B

16792,B

23672,P

15608,B

16384,B

25008,P

14416,B

15224,B

23488,P

16432,B

17048,B

23184,P


19096,B

15440,B

60568,I


17792,B

16848,B

28592,P

13936,B

17160,B

28824,P

14184,B

14904,B

23952,P

16712,B

15544,B

21704,P


14800,B

13640,B

48368,I


17328,B

14400,B

25704,P

15808,B

16496,B

23368,P

12888,B

13552,B

24592,P

15000,B

14944,B

22384,P


13704,B

12752,B

45896,I


18264,B

14800,B

23520,P

14304,B

15448,B

26728,P

13280,B

14584,B

23048,P

15552,B

15944,B

24000,P


15224,B

14416,B

50240,I


17880,B

15536,B

23288,P

14088,B

16848,B

28328,P

13296,B

13240,B

21256,P

12448,B

13352,B

21112,P


15136,B

14504,B

55608,I


20296,B

18264,B

24664,P

16352,B

16984,B

23608,P

14752,B

16320,B

24376,P

12480,B

13480,B

20320,P


13408,B

13544,B

45800,I


17640,B

15784,B

23920,P

14808,B

17328,B

22304,P

11976,B

13216,B

20016,P

12936,B

13920,B

21776,P


17256,B

14768,B

48624,I


20976,B

16056,B

28480,P

14752,B

17016,B

23856,P

12200,B

12728,B

20112,P

12912,B

13040,B

20728,P


12584,B

11104,B

45232,I


15184,B

13736,B

20488,P

13464,B

16760,B

25624,P

14616,B

14440,B

22296,P

13360,B

13048,B

18960,P


14304,B

12904,B

45920,I


15704,B

14136,B

20896,P

14944,B

16544,B

23744,P

11360,B

12992,B

20552,P

14584,B

14480,B

20192,P


13208,B

12600,B

46392,I


17616,B

14496,B

21856,P

15544,B

23208,B

24720,P

15112,B

22952,B

17608,P

14896,B

14440,B

21944,P


13928,B

12344,B

50016,I


17112,B

14432,B

22128,P

12944,B

15600,B

22512,P

10200,B

11440,B

20200,P

14304,B

15232,B

23920,P


13888,B

13408,B

44856,I


13936,B

12360,B

22792,P

11328,B

13328,B

21536,P

11008,B

11456,B

18928,P

13256,B

13112,B

18168,P


15312,B

13936,B

46560,I


18944,B

15952,B

27600,P

17472,B

18912,B

29504,P

14720,B

18520,B

25832,P

16064,B

15192,B

23888,P


16064,B

12584,B

37400,I


16656,B

15696,B

25912,P

16216,B

17400,B

31896,P

13648,B

16752,B

27264,P

15792,B

16320,B

26160,P


15136,B

12192,B

47456,I


18128,B

15912,B

23672,P

18272,B

18808,B

27032,P

14816,B

17064,B

28520,P

15120,B

15336,B

24368,P


16120,B

13928,B

50752,I


18376,B

18648,B

25280,P

15968,B

18776,B

26304,P

14384,B

18528,B

26056,P

17064,B

17072,B

25552,P


16800,B

16768,B

52440,I


18424,B

15736,B

24304,P

14680,B

18984,B

31216,P

15224,B

15864,B

27688,P

14496,B

15392,B

23688,P


14824,B

13368,B

50816,I


17760,B

14232,B

23904,P

17752,B

20264,B

31192,P

16176,B

16272,B

23240,P

16624,B

16984,B

25456,P


18776,B

15248,B

48872,I


17184,B

16368,B

27744,P

14800,B

17480,B

26824,P

12680,B

14912,B

24208,P

14576,B

14296,B

23560,P


15624,B

13008,B

47744,I


16752,B

14456,B

21952,P

15928,B

17080,B

25248,P

13000,B

14968,B

23488,P

12696,B

14168,B

20400,P


13600,B

12320,B

48488,I


15424,B

14600,B

24152,P

13704,B

15608,B

24928,P

13016,B

13448,B

23152,P

14568,B

15648,B

24792,P


14672,B

12896,B

45736,I


17496,B

15384,B

25464,P

14888,B

16872,B

24424,P

13104,B

16312,B

24840,P

11824,B

13744,B

21632,P


13328,B

12760,B

46064,I


19288,B

17328,B

23712,P

16320,B

18208,B

23224,P

12072,B

13728,B

23048,P

14224,B

14840,B

22512,P


13448,B

11832,B

44224,I


16656,B

14768,B

23184,P

14192,B

16328,B

24456,P

12080,B

14392,B

23336,P

13528,B

13168,B

18760,P


13960,B

11560,B

44312,I


15656,B

15352,B

22048,P

12912,B

16032,B

22304,P

12424,B

13232,B

21112,P

14240,B

13896,B

21592,P


13608,B

12784,B

46264,I


16568,B

13384,B

23264,P

14080,B

16696,B

22848,P

11832,B

13624,B

22656,P

13824,B

14552,B

19448,P


12392,B

11472,B

43416,I


16256,B

13408,B

19304,P

13624,B

15000,B

21408,P

10952,B

13544,B

20056,P

13168,B

13296,B

20312,P


12784,B

11240,B

44800,I


14728,B

13424,B

23192,P

12160,B

14544,B

22240,P

11024,B

12200,B

20192,P

12680,B

13024,B

18224,P


11840,B

11520,B

43768,I


14776,B

13728,B

20112,P

12904,B

17504,B

24120,P

14448,B

13736,B

23176,P

14552,B

12800,B

21392,P


13360,B

11352,B

43872,I


16712,B

14136,B

22464,P

13744,B

15760,B

24544,P

12344,B

14096,B

21128,P

11088,B

13968,B

20672,P


12432,B

12080,B

46760,I


15200,B

13728,B

20024,P

13328,B

15800,B

23536,P

10800,B

12656,B

21720,P

13760,B

13240,B

22136,P


13488,B

12208,B

44528,I


15264,B

13856,B

22720,P

16152,B

17112,B

27256,P

14096,B

16840,B

25600,P

14912,B

14648,B

21952,P


17600,B

14080,B

46592,I


18768,B

17264,B

26368,P

17184,B

18008,B

33752,P

12496,B

15920,B

26568,P

14120,B

14072,B

22760,P


15112,B

11872,B

40896,I


15232,B

14984,B

23328,P

12176,B

14032,B

22496,P

10720,B

12464,B

18424,P

12640,B

13328,B

18368,P


13400,B

12816,B

47112,I


16696,B

16360,B

23688,P

14192,B

14680,B

24872,P

12568,B

15064,B

21728,P

14552,B

17696,B

20680,P


18248,B

13992,B

49072,I


19424,B

18352,B

25720,P

16656,B

16456,B

27696,P

13208,B

14856,B

24896,P

12584,B

12464,B

17816,P


11760,B

9752,B

39624,I


15032,B

13112,B

17680,P

12200,B

14648,B

21936,P

10208,B

12656,B

18288,P

11912,B

12184,B

17376,P


13184,B

10680,B

42400,I


15176,B

13496,B

22368,P

13488,B

15840,B

22936,P

11992,B

13016,B

20344,P

11464,B

10744,B

17464,P


11976,B

10344,B

39008,I


11680,B

10936,B

19088,P

12104,B

12864,B

18336,P

9640,B

11112,B

20008,P

11728,B

11696,B

18992,P


10960,B

9696,B

35024,I


11120,B

10104,B

16232,P

11312,B

11456,B

25360,P

9592,B

12520,B

18040,P

10360,B

11784,B

17480,P


12184,B

10120,B

33864,I


15616,B

14792,B

23712,P

16784,B

16984,B

27752,P

11104,B

18680,B

27272,P

18720,B

21136,B

35120,P


23664,B

8128,B

40408,I


24168,B

22856,B

32712,P

16832,B

14416,B

31200,P

11752,B

21680,B

23216,P

20208,B

19168,B

21920,P


20640,B

10808,B

33968,I


23240,B

21288,B

31480,P

16440,B

15040,B

25832,P

9328,B

21472,B

22712,P

19456,B

15896,B

24528,P


20072,B

13464,B

32584,I


21064,B

20864,B

25840,P

20424,B

20856,B

27984,P

14848,B

19056,B

22784,P

16680,B

17128,B

22968,P


22912,B

15992,B

36440,I


24080,B

20256,B

27216,P

23584,B

20056,B

39112,P

9144,B

25776,B

33640,P

14704,B

14032,B

30208,P


17688,B

9896,B

40616,I


24456,B

18568,B

30376,P

18200,B

16840,B

33480,P

9032,B

23760,B

38816,P

17176,B

15464,B

31072,P


18832,B

10256,B

39560,I


22960,B

16272,B

31248,P

17392,B

18440,B

37208,P

12536,B

19368,B

34208,P

12392,B

38600,B

12984,P


14704,B

10104,B

34088,I


19152,B

18976,B

25232,P

15048,B

15432,B

29040,P

13992,B

18456,B

19416,P

15640,B

15216,B

20152,P


15888,B

12216,B

37120,I


16744,B

15584,B

20392,P

15120,B

16128,B

22984,P

11520,B

15696,B

20216,P

13776,B

13592,B

19552,P


15680,B

11632,B

36016,I


18072,B

18120,B

22312,P

17000,B

18064,B

26824,P

12888,B

17400,B

24136,P

15112,B

15584,B

20760,P


17024,B

12768,B

40824,I


17992,B

16560,B

23448,P

17712,B

18736,B

26760,P

10400,B

25104,B

43392,P

14160,B

27912,B

23752,P


7272,B

8160,B

16936,I


9152,B

8920,B

9304,P

9576,B

8576,B

23104,P

8088,B

9704,B

16800,P

8264,B

8424,B

16688,P


9712,B

9152,B

27568,I


11904,B

10304,B

30984,P

10464,B

10616,B

19872,P

8264,B

11112,B

18088,P

9872,B

9808,B

29840,P


10288,B

8680,B

27616,I


11256,B

11056,B

20048,P

9656,B

10104,B

19696,P

8888,B

10752,B

20224,P

9760,B

9312,B

18960,P


10744,B

8456,B

28976,I


10344,B

10064,B

29688,P

9920,B

10144,B

19552,P

9160,B

10032,B

19880,P

8304,B

10144,B

18128,P


12280,B

8944,B

43744,I


10408,B

10272,B

19272,P

9848,B

9520,B

17208,P

8488,B

10960,B

15992,P

9168,B

9416,B

28304,P


9688,B

8280,B

29664,I


12520,B

10352,B

19872,P

10200,B

10264,B

20488,P

8352,B

11040,B

18440,P

9640,B

11136,B

30856,P


10528,B

7600,B

20208,I


11008,B

10880,B

17496,P

10104,B

10704,B

30760,P

9448,B

11960,B

21432,P

9480,B

21000,B

33224,P


18376,B

7624,B

28872,I


13584,B

14328,B

18104,P

12632,B

13320,B

18328,P

9768,B

12952,B

14808,P

11568,B

11368,B

16560,P


11976,B

9592,B

26448,I


12488,B

11152,B

23224,P

12016,B

12536,B

18648,P

10120,B

13544,B

17656,P

12480,B

12616,B

17648,P


13104,B

9736,B

29616,I


13512,B

13112,B

23968,P

13592,B

14048,B

19768,P

10568,B

13864,B

17616,P

11504,B

11552,B

16200,P


11464,B

9336,B

27480,I


13760,B

12472,B

23848,P

13728,B

14656,B

21888,P

10200,B

13120,B

18552,P

10464,B

11552,B

15512,P


13520,B

9048,B

42400,I


35808,B

14624,B

44488,P

14496,B

16432,B

26072,P

15136,B

22288,B

21296,P

16528,B

17568,B

22664,P


18224,B

13792,B

35352,I


19808,B

17784,B

22048,P

19640,B

19744,B

26528,P

14896,B

19536,B

23480,P

18168,B

17952,B

23520,P


20392,B

13144,B

33944,I


19720,B

19824,B

23232,P

20232,B

20104,B

26632,P

14600,B

19464,B

22792,P

17744,B

18144,B

22872,P


19992,B

14712,B

34992,I


22472,B

22472,B

23928,P

18720,B

17224,B

30664,P

14080,B

18400,B

19192,P

17736,B

16320,B

21352,P


17896,B

14136,B

33616,I


18576,B

18328,B

21248,P

19328,B

19896,B

27272,P

14088,B

18408,B

21952,P

14368,B

16856,B

20936,P


15064,B

12336,B

27160,I


14912,B

14112,B

16880,P

14344,B

14648,B

18944,P

11584,B

13840,B

16320,P

12672,B

12592,B

15496,P


13416,B

9840,B

25056,I


13224,B

12712,B

23184,P

13560,B

14584,B

18488,P

11072,B

13560,B

15712,P

12688,B

11616,B

17024,P


12744,B

10744,B

26064,I


13888,B

13592,B

24072,P

14880,B

15104,B

19728,P

11408,B

14208,B

17096,P

12920,B

12936,B

17552,P


16000,B

12712,B

29056,I


16200,B

15376,B

19120,P

15976,B

16224,B

21272,P

12288,B

15256,B

18416,P

14384,B

13872,B

18616,P


14200,B

11816,B

27792,I


15920,B

15704,B

20080,P

18144,B

18400,B

26848,P

11896,B

17312,B

22440,P

14624,B

13768,B

19664,P


16880,B

11864,B

29376,I


15672,B

15328,B

18392,P

14080,B

14264,B

19880,P

12440,B

14344,B

18408,P

13552,B

13456,B

17600,P


14832,B

11040,B

28136,I


15256,B

15104,B

17936,P

15160,B

15192,B

20136,P

11648,B

13880,B

16696,P

14880,B

13464,B

18416,P


16520,B

12128,B

27784,I


16496,B

16368,B

18912,P

17040,B

17600,B

23440,P

12376,B

17184,B

20560,P

14928,B

15400,B

19560,P


16488,B

12680,B

29064,I


16856,B

16216,B

20792,P

16472,B

17088,B

23344,P

13528,B

15840,B

19720,P

14448,B

14952,B

19048,P


16104,B

13544,B

28848,I


17440,B

16440,B

21456,P

17984,B

18792,B

25040,P

12928,B

15824,B

19128,P

13240,B

14104,B

17880,P


14016,B

10464,B

25632,I


14840,B

14296,B

25416,P

15608,B

16368,B

23144,P

12384,B

15872,B

17688,P

14056,B

13608,B

16912,P


13944,B

10880,B

25568,I


14296,B

14024,B

22312,P

13360,B

13456,B

17832,P

11736,B

14160,B

17984,P

13960,B

13552,B

19096,P


16008,B

12256,B

29328,I


17008,B

16616,B

20112,P

16368,B

16992,B

22152,P

12952,B

15352,B

19248,P

14728,B

14432,B

18656,P


16704,B

12272,B

29584,I


17432,B

16536,B

19336,P

15160,B

15888,B

21704,P

11120,B

15632,B

17960,P

13808,B

14216,B

19064,P


16800,B

12456,B

29088,I


15744,B

16096,B

18984,P

16056,B

16592,B

23536,P

12712,B

16584,B

20256,P

14560,B

15224,B

19192,P


16336,B

13064,B

28792,I


17632,B

17344,B

19776,P

16792,B

17432,B

24176,P

13864,B

17856,B

20440,P

14992,B

15056,B

18552,P


15744,B

12272,B

26936,I


15176,B

15160,B

17832,P

13976,B

14872,B

19224,P

11752,B

14576,B

18512,P

13128,B

13816,B

18960,P


15720,B

12464,B

28520,I


17040,B

16704,B

20712,P

16920,B

17232,B

24280,P

13624,B

16968,B

19872,P

15256,B

16008,B

20280,P


17416,B

12416,B

30632,I


17632,B

17848,B

21168,P

17696,B

18208,B

25688,P

12888,B

18072,B

18712,P

13024,B

13432,B

17704,P


14688,B

12208,B

23992,I


15800,B

14680,B

17824,P

14472,B

14440,B

20512,P

11032,B

13776,B

17288,P

11720,B

11824,B

16216,P


14104,B

9912,B

23456,I


14864,B

15080,B

25776,P

16048,B

16944,B

22864,P

11088,B

15488,B

17640,P

11920,B

11912,B

18128,P


14472,B

10960,B

24456,I


15568,B

15720,B

20328,P

16784,B

16712,B

24504,P

12784,B

17256,B

20624,P

14144,B

13624,B

18112,P


14568,B

11624,B

26336,I


14544,B

14272,B

18496,P

16032,B

15968,B

23688,P

12184,B

15616,B

19144,P

13712,B

14048,B

18952,P


15904,B

12256,B

28192,I


16104,B

15288,B

18248,P

15768,B

16320,B

21096,P

12592,B

15368,B

19200,P

13448,B

13808,B

18096,P


15144,B

11320,B

25920,I


14272,B

14160,B

17936,P

13816,B

14592,B

18344,P

11408,B

14120,B

16696,P

12696,B

12552,B

16656,P


14592,B

11512,B

26288,I


14728,B

15136,B

17392,P

15592,B

15888,B

19264,P

11520,B

14312,B

17816,P

12488,B

12392,B

16768,P


13512,B

11032,B

26240,I


15040,B

14176,B

24920,P

13992,B

14760,B

20240,P

10848,B

13776,B

16112,P

11520,B

12248,B

15760,P


13224,B

10800,B

25536,I


13536,B

13104,B

24432,P

13864,B

14160,B

18872,P

11384,B

13704,B

16136,P

12112,B

12392,B

16728,P


14880,B

11608,B

25712,I


14448,B

13960,B

16392,P

14264,B

14360,B

18544,P

11104,B

13440,B

14992,P

11064,B

11456,B

14208,P


12976,B

10544,B

35960,I


14848,B

14048,B

25640,P

13040,B

13056,B

17432,P

10592,B

13944,B

18984,P

14288,B

10952,B

17792,P


12400,B

10216,B

23640,I


12504,B

12392,B

21968,P

13544,B

14728,B

20624,P

11344,B

14032,B

16656,P

11752,B

11992,B

15608,P


14352,B

10984,B

26104,I


33632,B

19016,B

48136,P

12784,B

15032,B

29368,P

11800,B

17480,B

21240,P

15256,B

15160,B

21928,P


18200,B

13048,B

41096,I


19968,B

18920,B

30096,P

19592,B

19704,B

31880,P

13440,B

17504,B

25424,P

15416,B

15272,B

21344,P


17336,B

12792,B

43144,I


24728,B

19208,B

33352,P

13184,B

16816,B

21360,P

13376,B

16720,B

22728,P

15720,B

15816,B

22848,P


16376,B

15392,B

42256,I


17928,B

17344,B

27032,P

24312,B

19640,B

31392,P

12048,B

18944,B

25200,P

16744,B

17792,B

24032,P


17440,B

14104,B

45352,I


21376,B

22704,B

26264,P

15984,B

19808,B

24744,P

14144,B

18296,B

23360,P

16256,B

16680,B

21856,P


17352,B

12944,B

41016,I


17048,B

16784,B

21880,P

18376,B

19104,B

31048,P

13792,B

19416,B

25056,P

15640,B

16664,B

22920,P


16624,B

12280,B

43224,I


20400,B

19208,B

23528,P

16336,B

16776,B

25040,P

12536,B

17736,B

23496,P

16480,B

16560,B

23136,P


18096,B

13192,B

42376,I


19504,B

17232,B

26912,P

19272,B

18856,B

29952,P

15112,B

19216,B

25336,P

16856,B

16960,B

22680,P


20920,B

13688,B

44712,I


21056,B

20704,B

27544,P

16664,B

16848,B

30968,P

13496,B

20544,B

21376,P

17160,B

17648,B

25872,P


19152,B

13384,B

40872,I


21312,B

21352,B

24872,P

18784,B

19760,B

29432,P

13408,B

17424,B

23800,P

14712,B

15048,B

21280,P


19848,B

13088,B

40144,I


19632,B

18616,B

25272,P

19544,B

20064,B

31416,P

12984,B

17744,B

24048,P

16736,B

16824,B

22664,P


18688,B

13104,B

39880,I


21992,B

19168,B

26352,P

28680,B

26944,B

19760,P

7168,B

11712,B

12864,P

9736,B

12520,B

15408,P


11112,B

8928,B

21760,I


11072,B

10848,B

18752,P

11560,B

11728,B

21728,P

8896,B

12000,B

12784,P

9792,B

9664,B

27016,P


11344,B

9344,B

33080,I


12736,B

11968,B

22488,P

10840,B

11384,B

15920,P

10032,B

11176,B

20712,P

11328,B

10232,B

20672,P


10520,B

8880,B

33736,I


11120,B

10912,B

19728,P

11568,B

11384,B

22368,P

8688,B

12040,B

13616,P

11048,B

10496,B

27432,P


11376,B

9544,B

31680,I


11624,B

11688,B

19888,P

11528,B

11720,B

22624,P

9544,B

12024,B

13624,P

10064,B

10528,B

21048,P


11816,B

9968,B

34568,I


14936,B

14552,B

28560,P

15648,B

14936,B

28184,P

11032,B

13016,B

18288,P

12672,B

12000,B

17560,P


12376,B

10344,B

26856,I


12840,B

12512,B

22472,P

12240,B

12808,B

16720,P

9760,B

12216,B

15008,P

9632,B

10200,B

14080,P


11080,B

9296,B

35384,I


13840,B

11936,B

24928,P

12312,B

13440,B

17912,P

10440,B

12624,B

18184,P

10536,B

10680,B

14480,P


12176,B

10472,B

38920,I


14304,B

13480,B

25480,P

13040,B

14064,B

20496,P

11792,B

13400,B

16800,P

13376,B

12056,B

15920,P


13232,B

11536,B

28528,I


14200,B

13312,B

17176,P

13208,B

13720,B

19312,P

10992,B

13272,B

18224,P

11576,B

12048,B

16448,P


13736,B

10752,B

29128,I


13864,B

13224,B

24896,P

13840,B

14768,B

23120,P

11032,B

13944,B

18184,P

12784,B

12456,B

16840,P


13256,B

10528,B

27856,I


13152,B

12568,B

24208,P

14264,B

15272,B

20472,P

11592,B

14192,B

17816,P

12512,B

13752,B

17272,P


12664,B

10560,B

26632,I


13424,B

13272,B

23496,P

12400,B

12880,B

17592,P

10376,B

12384,B

16200,P

10168,B

10344,B

13696,P


11864,B

9448,B

35920,I


12576,B

12168,B

23248,P

11744,B

12056,B

16136,P

9336,B

11408,B

14248,P

10240,B

9808,B

19192,P


10984,B

9200,B

35240,I


13208,B

11896,B

24808,P

11736,B

11632,B

15680,P

9304,B

11704,B

14312,P

11128,B

11216,B

20904,P


12216,B

10504,B

27408,I


13960,B

13304,B

25504,P

13776,B

14784,B

20584,P

11240,B

13400,B

17016,P

11168,B

11712,B

14616,P


12576,B

9888,B

37528,I


13512,B

12816,B

25376,P

12936,B

